,Protein1_ID,Protein2_ID,label
1011,Q92499,P03485,1
1012,Q9HCE1,P03485,1
1013,P13591,P03485,1
1014,Q9Y2X3,P03485,1
1015,Q9Y282,P03485,1
1016,P53007,P03485,1
1017,P46977,P03485,1
1018,Q9NZL4,P03485,1
1019,Q9NXS2,P03485,1
1020,Q9H898,P03485,1
1021,Q9UBB4,P03485,1
1022,Q02539,P03485,1
1023,Q15365,P03485,1
1024,Q9UBM7,P03485,1
1025,Q96A33,P03485,1
1026,P50222,P03485,1
1027,Q12800,P03485,1
1028,O75569,P03485,1
1029,P46087,P03485,1
1030,Q92526,P0C0U1,1
1031,Q8WVX9,P0C0U1,1
1032,Q9NVI1,P0C0U1,1
1033,P46977,P0C0U1,1
1034,Q9BXW9,P0C0U1,1
1035,O95071,P0C0U1,1
1036,P57740,P0C0U1,1
1037,O75419,P0C0U1,1
1038,Q6P3X3,P0C0U1,1
1039,O43251,P0C0U1,1
1040,Q9BRT8,P0C0U1,1
1041,Q8WUM0,P0C0U1,1
1042,Q12769,P0C0U1,1
1043,Q15365,I6TAH8,1
1044,Q9H0A0,I6TAH8,1
1045,Q9BYD3,I6TAH8,1
1046,Q9NRX2,I6TAH8,1
1047,P82675,I6TAH8,1
1048,P82914,I6TAH8,1
1049,Q00577,I6TAH8,1
1050,Q13405,I6TAH8,1
1051,Q9NP92,I6TAH8,1
1052,Q13895,I6TAH8,1
1053,Q9H814,I6TAH8,1
1054,P52815,I6TAH8,1
1055,P52292,I6TAH8,1
1056,Q6PKG0,I6TAH8,1
1057,Q9Y3D9,I6TAH8,1
1058,Q2NL82,I6TAH8,1
1059,Q9Y399,I6TAH8,1
1060,Q96DV4,I6TAH8,1
1061,Q9NUD5,I6TAH8,1
1062,Q16540,I6TAH8,1
1063,P08621,I6TAH8,1
1064,Q9Y676,I6TAH8,1
1065,O60832,I6TAH8,1
1066,Q9NVP1,I6TAH8,1
1067,Q9BRJ2,I6TAH8,1
1068,Q9Y383,I6TAH8,1
1069,Q8IXM3,I6TAH8,1
1070,Q9Y2R5,I6TAH8,1
1071,Q9Y2Q9,I6TAH8,1
1072,P82932,I6TAH8,1
1073,P82933,I6TAH8,1
1074,Q7Z2W9,I6TAH8,1
1075,Q9HD33,I6TAH8,1
1076,Q9NYK5,I6TAH8,1
1077,O75616,I6TAH8,1
1078,O95232,I6TAH8,1
1079,Q96KR1,I6TAH8,1
1080,P52294,I6TAH8,1
1081,P82673,I6TAH8,1
1082,Q9Y2R9,I6TAH8,1
1083,Q02880,I6TAH8,1
1084,Q5T3I0,I6TAH8,1
1085,Q4G0J3,I6TAH8,1
1086,O00629,I6TAH8,1
1087,Q8NC60,I6TAH8,1
1088,Q9BYD6,I6TAH8,1
1089,Q9BYD1,I6TAH8,1
1090,Q6P1L8,I6TAH8,1
1091,Q9BYD2,I6TAH8,1
1092,Q14690,I6TAH8,1
1093,P37108,I6TAH8,1
1094,P82930,I6TAH8,1
1095,P11388,I6TAH8,1
1096,Q9BZE1,I6TAH8,1
1097,P09012,I6TAH8,1
1098,Q8IYB3,I6TAH8,1
1099,O60783,I6TAH8,1
1100,Q9BYN8,I6TAH8,1
1101,Q15020,I6TAH8,1
1102,O60684,I6TAH8,1
1103,Q9NWU5,I6TAH8,1
1104,O75127,I6TAH8,1
1105,Q9H2U1,I6TAH8,1
1106,Q96I59,I6TAH8,1
1107,P51398,I6TAH8,1
1108,Q5SSJ5,I6TAH8,1
1109,P82663,I6TAH8,1
1110,P82912,I6TAH8,1
1111,Q02539,I6TAH8,1
1112,Q9P015,I6TAH8,1
1113,Q9BVP2,I6TAH8,1
1114,Q8TAE8,I6TAH8,1
1115,Q92900,I6TAH8,1
1116,Q8WV44,I6TAH8,1
1117,P82650,I6TAH8,1
1118,O95793,I6TAH8,1
1119,Q92665,I6TAH8,1
1120,O95900,I6TAH8,1
1121,P38159,I6TAH8,1
1122,Q96EY7,I6TAH8,1
1123,Q1KMD3,I6TAH8,1
1124,Q92615,I6TAH8,1
1125,P46087,I6TAH8,1
1126,Q9NZB2,I6TAH8,1
1127,Q9Y3B7,I6TAH8,1
1128,Q96GC5,I6TAH8,1
1129,Q9H9J2,I6TAH8,1
1130,Q9Y2X3,I6TAH8,1
1131,Q7L2J0,I6TAH8,1
1132,Q9HCE1,I6TAH8,1
1133,Q09161,I6TAH8,1
1134,Q96RS0,I6TAH8,1
1135,Q9Y3D3,I6TAH8,1
1136,Q8NEC5,I6TAH8,1
1137,O76021,I6TAH8,1
1138,P49406,I6TAH8,1
1139,O14654,C3W5S7,1
1140,O00459,C3W5S7,1
1141,Q5JVF3,C3W5S7,1
1142,P27986,P69277,1
0,Q6ZNK6,Q9Y4K3,0
1,Q8TDR0,Q9Y4K3,0
2,Q9NR31,Q15797,0
3,O15169,Q15797,0
4,P33176,Q96EK5,0
5,Q9NPY3,P02745,0
6,Q99576,O43524,0
7,P55196,Q9NYB0,0
8,Q7L7X3,O60566,0
9,Q09472,P16070,0
10,Q09472,Q8NHW3,0
11,P04003,P25942,0
12,Q13077,P25942,0
13,Q9BUZ4,P25942,0
14,P04003,P25445,0
15,P04003,P48023,0
16,Q8IUD6,Q7Z434,0
17,Q07817,Q7Z434,0
18,O60313,Q7Z434,0
19,Q8IUD6,Q9BYX4,0
20,O60423,Q3MIR4,0
21,Q9Y2Q0,Q3MIR4,0
22,Q16512,Q15418,0
23,Q16513,Q15418,0
24,Q16512,P51812,0
25,Q16513,P51812,0
26,Q16512,Q9Y2U5,0
27,Q16513,Q99759,0
28,O00482,Q96EB6,0
29,O15360,Q00597,0
30,P35968,P17948,0
31,P49767,P17948,0
32,P09382,P17948,0
33,Q9NRA1,P17948,0
34,P35968,P49763,0
35,Q9GZX6,Q13651,0
36,Q14526,P51531,0
37,Q13586,Q13507,0
38,Q13586,Q9Y210,0
39,O95999,Q13489,0
40,Q86Y07,P51452,0
41,P34741,P05230,0
42,Q86XR8,P05230,0
43,Q8TEW0,P53667,0
44,Q9ULX6,P13861,0
45,Q9ULX6,O43823,0
46,P80370,P46531,0
47,P04233,P46531,0
48,Q7L3B6,P04049,0
49,Q15797,Q9UM13,0
50,Q13485,Q9UM13,0
51,Q15797,Q9UPN9,0
52,O15105,Q9UPN9,0
53,O43541,Q9UPN9,0
54,P84022,Q9UPN9,0
55,Q13485,Q92793,0
56,P14921,Q92793,0
57,P60891,Q92793,0
58,Q13485,Q15583,0
59,Q13485,Q9HAU4,0
60,P12757,Q9HAU4,0
61,P08047,Q9Y294,0
62,Q56P03,Q16254,0
63,P00918,P40879,0
64,P15498,P29353,0
65,P15976,Q05513,0
66,P63165,Q9Y2Q3,0
67,P63165,Q16763,0
68,O94907,P04628,0
69,O94907,Q9BQB4,0
70,Q96B97,Q92956,0
71,Q99626,P20226,0
72,P23511,P20226,0
73,Q5JTD0,Q9Y624,0
74,Q5JTD0,Q07157,0
75,Q9UBP5,Q92575,0
76,Q92890,Q92575,0
77,Q9NZQ7,P10747,0
78,Q9NZQ7,P16410,0
79,Q9NZQ7,Q9Y6W8,0
80,O15379,Q99814,0
81,Q9UKG1,P20338,0
82,Q8NEU8,P20338,0
83,Q9UKG1,P51149,0
84,Q8NEU8,P51149,0
85,Q7Z6M1,P51149,0
86,Q9UKG1,P62491,0
87,Q8NEU8,P62491,0
88,Q92769,Q04206,0
89,Q92769,P78364,0
90,Q92769,Q15910,0
91,Q92769,Q9BQ52,0
92,Q15910,Q9BQ52,0
93,Q92769,Q06587,0
94,Q06330,Q06587,0
95,Q9NV70,P61586,0
96,Q9Y613,P61586,0
97,P12259,P01023,0
98,P49815,Q13309,0
99,Q92574,Q13309,0
100,P62877,Q13309,0
101,Q92574,P46527,0
102,Q9UM73,P21246,0
103,O75400,P21246,0
104,P07196,P21246,0
105,O14776,P21246,0
106,P10398,Q07817,0
107,P10398,P10415,0
108,P54826,P10415,0
109,P04792,P23588,0
110,P04792,Q14152,0
111,P04792,P06730,0
112,P04792,P60842,0
113,P04792,Q9BUB5,0
114,P45983,Q9BUB5,0
115,P48736,O00459,0
116,P04626,O00459,0
117,P20023,O00459,0
118,Q07817,Q07820,0
119,P10415,Q07820,0
120,P42858,Q13127,0
121,P42858,Q96NA2,0
122,O75791,Q07666,0
123,O75791,Q07889,0
124,O75791,P22681,0
125,P15531,Q00987,0
126,Q9H2X6,Q00987,0
127,P15559,Q00987,0
128,P04626,P61769,0
129,P02771,P61769,0
130,P25311,P61769,0
131,P51965,P61769,0
132,O14746,P61769,0
133,P00403,P61769,0
134,P01834,P61769,0
135,P03485,P61769,0
136,P07910,P61769,0
137,P10619,P61769,0
138,P16104,P61769,0
139,P19544,P61769,0
140,P27797,P61769,0
141,P30305,P61769,0
142,P32241,P61769,0
143,P33241,P61769,0
144,P40967,P61769,0
145,P47871,P61769,0
146,P52292,P61769,0
147,P60201,P61769,0
148,P60709,P61769,0
149,P22455,P09038,0
150,Q9Y613,P60953,0
151,Q9Y613,P15153,0
152,Q9Y613,P60763,0
153,P49207,P06493,0
154,P22736,Q14686,0
155,Q9Y6X2,P42224,0
156,P25205,P42224,0
157,P20226,P23511,0
158,Q9UBF6,P68400,0
159,P68400,P68400,0
160,Q7Z6M1,P01112,0
161,P39060,P15692,0
162,O14543,O60674,0
163,Q13239,Q6PIZ9,0
164,P22681,Q6PIZ9,0
165,P43403,Q6PIZ9,0
166,Q13571,Q6PIZ9,0
167,P20963,Q6PIZ9,0
168,P43403,P62837,0
169,P04156,Q9UM11,0
170,P00813,P27487,0
171,P46934,Q9Y5X1,0
172,P68400,P17480,0
173,P06730,Q9HB40,0
174,P06730,Q9UKV8,0
175,Q9UJW0,Q04656,0
176,Q8N668,O00244,0
177,Q8NHR9,P60709,0
178,P35548,P29590,0
179,Q9UBB5,Q9UJW3,0
180,O95983,Q9UJW3,0
181,P02730,P16157,0
182,P63244,P04637,0
183,P10242,P04637,0
184,O75414,P04637,0
185,P63244,P63096,0
186,P63244,P50148,0
187,P63244,Q08493,0
188,P63244,Q04759,0
189,P51677,P13236,0
190,P34932,Q07812,0
191,P54826,Q07812,0
192,P51572,Q07812,0
193,Q06481,P04233,0
194,Q8TCT9,P04233,0
195,Q99497,Q9UBK2,0
196,P16333,P00533,0
197,P01583,P00533,0
198,P01375,P00533,0
199,P41587,O60894,0
200,P41587,O60895,0
201,P41587,O60896,0
202,P01100,P35452,0
203,P01100,P21675,0
204,Q12962,P21675,0
205,P01100,P49736,0
206,P24385,P49736,0
207,P49736,P49736,0
208,P38936,P49736,0
209,O75419,P49736,0
210,O96020,P49736,0
211,O75496,P49736,0
212,P24941,P49736,0
213,O43929,P49736,0
214,P00915,P02730,0
215,P06400,P84022,0
216,Q08999,P84022,0
217,P31273,P84022,0
218,P31269,P84022,0
219,P06400,Q96ST3,0
220,P84022,Q96ST3,0
221,P06400,Q15796,0
222,Q08999,Q15796,0
223,P31273,Q15796,0
224,Q01094,Q15796,0
225,P31269,Q15796,0
226,Q08999,Q8TAK5,0
227,Q14186,Q8TAK5,0
228,O00716,Q8TAK5,0
229,Q15329,Q8TAK5,0
230,Q16254,Q8TAK5,0
231,Q14209,Q8TAK5,0
232,Q8TCT9,Q9Y6X1,0
233,P24394,P35225,0
234,P49848,Q15545,0
235,O15197,Q5JZY3,0
236,P09471,O00167,0
237,Q8N6C5,P05111,0
238,Q04771,P05111,0
239,Q8N6C5,P09529,0
240,P15172,Q01105,0
241,P19838,Q01105,0
242,P04637,Q01105,0
243,P04637,P56597,0
244,P04637,Q13232,0
245,P04637,P24941,0
246,Q14186,P24941,0
247,P06729,P09326,0
248,Q13347,P27037,0
249,Q13347,Q04771,0
250,Q13347,P36897,0
251,Q15628,O14763,0
252,Q13546,O14763,0
253,Q9Y4K3,Q14653,0
254,P01344,P08069,0
255,Q92990,P08069,0
256,Q14186,P78396,0
257,P09382,P35968,0
258,Q07326,P35968,0
259,P49765,P35968,0
260,P49763,P35968,0
261,P09382,P35916,0
262,P49765,P35916,0
263,P49763,P35916,0
264,P62826,Q7L099,0
265,P61019,Q7L099,0
266,P51149,Q7L099,0
267,O00212,Q7L099,0
268,P01116,Q7L099,0
269,Q9P0N9,P49815,0
270,P31946,Q92574,0
271,P62258,Q92574,0
272,P31947,Q92574,0
273,P63104,Q92574,0
274,O14640,Q92574,0
275,P31749,Q92574,0
276,Q12778,Q92574,0
277,P46527,Q92574,0
278,P62258,Q01814,0
279,P63104,Q01814,0
280,P27348,Q01814,0
281,O14640,P35222,0
282,O60716,P35222,0
283,O14640,P48729,0
284,Q96EV8,P48729,0
285,Q9BQY9,P48729,0
286,O14640,P49841,0
287,P10636,P49841,0
288,P31749,P31946,0
289,P02545,P31946,0
290,P17706,P31946,0
291,P98066,P12645,0
292,P36894,P12645,0
293,Q08117,Q13547,0
294,P84022,Q13547,0
295,P37275,Q13547,0
296,P28749,Q13547,0
297,O60716,P60568,0
298,O60716,P25054,0
299,O60716,P35221,0
300,O60716,O60716,0
301,O60716,P14923,0
302,O60716,Q9UBT7,0
303,P35221,Q9UBT7,0
304,P40933,P01589,0
305,P14784,P01589,0
306,P31785,P01589,0
307,P07911,P01375,0
308,Q9H204,P26038,0
309,P05121,P02751,0
310,O75528,P10276,0
311,Q6EMB2,P10276,0
312,O43739,P10276,0
313,Q86UR1,Q15080,0
314,P59190,Q15276,0
315,P59190,Q9UJ41,0
316,Q03405,P00749,0
317,Q03405,P27701,0
318,O60832,O15360,0
319,P30533,P05067,0
320,Q9UPT6,P05067,0
321,P11473,Q96RL1,0
322,P37231,Q96RL1,0
323,P19793,Q96RL1,0
324,Q13133,Q96RL1,0
325,P13631,Q96RL1,0
326,P51449,Q96RL1,0
327,P19793,Q92786,0
328,P04150,Q92786,0
329,P10828,Q92786,0
330,P10276,Q92786,0
331,P10827,Q92786,0
332,O75376,Q92786,0
333,Q15466,Q92786,0
334,P51843,Q92786,0
335,Q9NV88,Q9UKF6,0
336,Q9NV88,Q10570,0
337,Q5TA45,Q10570,0
338,P19784,Q13526,0
339,Q9UI95,Q9Y6D9,0
340,Q99650,P15018,0
341,P13725,P42702,0
342,Q92990,P06213,0
343,Q96EV8,P48730,0
344,Q96EV8,P49674,0
345,Q07325,Q16570,0
346,P02778,Q16570,0
347,Q8IUC6,O00206,0
348,Q13077,Q96CA5,0
349,Q13077,Q8TDR0,0
350,O00463,Q8TDR0,0
351,Q12933,Q8TDR0,0
352,P05783,P00747,0
353,P36894,P01137,0
354,O00238,P01137,0
355,P36894,P22003,0
356,O00238,P22003,0
357,P36894,P22004,0
358,O00238,P22004,0
359,P36894,Q13705,0
360,P37023,Q13705,0
361,Q13330,P25490,0
362,Q13330,Q00688,0
363,O75531,O43186,0
364,Q15406,Q9Y618,0
365,Q09028,Q9Y618,0
366,Q92786,Q9Y618,0
367,Q15406,P48552,0
368,Q12962,Q6P1X5,0
369,Q12962,Q16594,0
370,Q12962,Q15544,0
371,P50570,Q9UKW4,0
372,P50570,P52735,0
373,P01286,P20396,0
374,P29965,P04003,0
375,Q8WXF8,Q13158,0
376,Q8WXF8,Q14790,0
377,Q8N5F7,Q13546,0
378,P49459,Q9NW38,0
379,Q14696,O94907,0
380,Q96RJ3,O75888,0
381,P04275,P00451,0
382,P35222,P07900,0
383,P35222,P10809,0
384,P35222,P34932,0
385,P35222,P14625,0
386,P35222,P62136,0
387,Q15942,P19544,0
388,Q13873,P12643,0
389,P15509,P08700,0
390,O60566,P08700,0
391,P04141,P26951,0
392,P09693,P43403,0
393,P04234,P43403,0
394,P07766,P43403,0
395,O75888,Q96RJ3,0
396,P06493,P24864,0
397,P54826,Q92934,0
398,P54826,P55957,0
399,Q04771,P08476,0
400,Q6EMB2,P03372,0
401,Q6EMB2,Q92731,0
402,Q6EMB2,P37231,0
403,Q6EMB2,P10828,0
404,Q6EMB2,P19793,0
405,P30154,Q15173,0
406,Q9UBW7,Q9UKL0,0
407,P61073,P01303,0
408,P61073,P55209,0
409,A6NIX2,O60663,0
410,O00623,O00623,0
411,O00623,O75381,0
412,O00628,O75381,0
413,O75192,O75381,0
414,O00623,O96011,0
415,O00628,O96011,0
416,O75192,O96011,0
417,O96011,O96011,0
418,O75381,O96011,0
419,O00623,Q9Y5Y5,0
420,O00628,Q9Y5Y5,0
421,O75192,Q9Y5Y5,0
422,O60683,Q9Y5Y5,0
423,Q9Y5Y5,Q9Y5Y5,0
424,O96011,Q9Y5Y5,0
425,P28328,Q9Y5Y5,0
426,Q92968,Q9Y5Y5,0
427,O00623,P28328,0
428,O00628,P28328,0
429,O75192,P28328,0
430,O60683,P28328,0
431,O96011,P28328,0
432,P28328,P28328,0
433,O00623,P56589,0
434,O00628,P56589,0
435,O75192,P56589,0
436,P56589,P56589,0
437,O60683,P56589,0
438,O96011,P56589,0
439,P28328,P56589,0
440,O00623,Q92968,0
441,O00628,Q92968,0
442,O75192,Q92968,0
443,P56589,Q92968,0
444,O60683,Q92968,0
445,O96011,Q92968,0
446,P28328,Q92968,0
447,O00623,O75192,0
448,O00628,O75192,0
449,O75192,O75192,0
450,O60683,O75192,0
451,O00628,O00628,0
452,O00628,O60683,0
453,O14775,Q6Y2X3,0
454,P62879,Q6Y2X3,0
455,P62873,Q6Y2X3,0
456,P63096,Q6Y2X3,0
457,P16520,Q6Y2X3,0
458,O15105,Q13363,0
459,O43623,Q13363,0
460,O15105,P31273,0
461,O15105,P31269,0
462,O15116,Q9UK45,0
463,Q9UK45,Q9UK45,0
464,O15116,O15116,0
465,O15116,Q9Y4Y9,0
466,Q9Y333,Q9Y4Y9,0
467,O95777,Q9Y4Y9,0
468,Q9Y4Y9,Q9Y4Y9,0
469,O15116,O95777,0
470,O95777,O95777,0
471,O15169,P30153,0
472,O15169,Q13485,0
473,O15169,Q99717,0
474,O75400,Q9P2H0,0
475,P21246,Q9P2H0,0
476,P07196,Q9P2H0,0
477,Q9H213,Q9P2H0,0
478,P26641,Q9P2H0,0
479,Q8N2W9,Q9P2H0,0
480,O14776,Q9P2H0,0
481,Q9P2H0,Q9P2H0,0
482,O75400,Q7L311,0
483,Q16891,Q7L311,0
484,P21246,Q7L311,0
485,P07196,Q7L311,0
486,Q5T3J3,Q7L311,0
487,P26641,Q7L311,0
488,P51693,Q7L311,0
489,O14776,Q7L311,0
490,P55854,Q7L311,0
491,O75400,P07196,0
492,O14776,P07196,0
493,O75400,Q5T3J3,0
494,P21246,Q5T3J3,0
495,P07196,Q5T3J3,0
496,Q5T3J3,Q5T3J3,0
497,P26641,Q5T3J3,0
498,O14776,Q5T3J3,0
499,P55854,Q5T3J3,0
500,O75400,Q9H213,0
501,Q16891,Q9H213,0
502,P21246,Q9H213,0
503,Q7L311,Q9H213,0
504,P07196,Q9H213,0
505,Q5T3J3,Q9H213,0
506,Q9H213,Q9H213,0
507,P26641,Q9H213,0
508,P51693,Q9H213,0
509,O14776,Q9H213,0
510,P55854,Q9H213,0
511,O75400,O75400,0
512,O14776,O75400,0
513,O75400,Q16891,0
514,P21246,Q16891,0
515,P26641,Q16891,0
516,P51693,Q16891,0
517,O14776,Q16891,0
518,P55854,Q16891,0
519,O75400,P26641,0
520,P21246,P26641,0
521,P07196,P26641,0
522,O14776,P26641,0
523,O75400,P55854,0
524,P21246,P55854,0
525,P07196,P55854,0
526,P26641,P55854,0
527,P51693,P55854,0
528,O14776,P55854,0
529,P55854,P55854,0
530,Q06330,Q92769,0
531,Q06330,Q99708,0
532,P18847,P25963,0
533,O75175,P25963,0
534,P18847,P18848,0
535,O75175,P18848,0
536,P18848,P18848,0
537,P18847,Q8TAU0,0
538,Q02535,Q8TAU0,0
539,P41240,Q8TAU0,0
540,Q14192,Q8TAU0,0
541,O75175,Q8TAU0,0
542,P62879,Q8TAU0,0
543,P31150,Q8TAU0,0
544,Q8TAU0,Q8TAU0,0
545,P25963,Q8TAU0,0
546,Q16828,Q8TAU0,0
547,Q70SY1,Q8TAU0,0
548,P36915,Q8TAU0,0
549,P18848,Q8TAU0,0
550,P18847,Q92785,0
551,Q02535,Q92785,0
552,P41240,Q92785,0
553,Q92785,Q92785,0
554,O75175,Q92785,0
555,P62879,Q92785,0
556,P31150,Q92785,0
557,Q8TAU0,Q92785,0
558,P25963,Q92785,0
559,Q16828,Q92785,0
560,Q70SY1,Q92785,0
561,Q8TBX8,Q92785,0
562,Q92730,Q92785,0
563,P36915,Q92785,0
564,P18848,Q92785,0
565,P18847,Q92730,0
566,P41240,Q92730,0
567,Q14192,Q92730,0
568,O75175,Q92730,0
569,P62879,Q92730,0
570,P31150,Q92730,0
571,Q8TAU0,Q92730,0
572,P25963,Q92730,0
573,Q16828,Q92730,0
574,Q8TBX8,Q92730,0
575,Q92730,Q92730,0
576,P36915,Q92730,0
577,P18848,Q92730,0
578,P18847,P41240,0
579,P41240,P41240,0
580,O75175,P41240,0
581,P31150,P41240,0
582,P25963,P41240,0
583,P36915,P41240,0
584,P18848,P41240,0
585,P18847,P62879,0
586,P41240,P62879,0
587,O75175,P62879,0
588,P62879,P62879,0
589,P31150,P62879,0
590,P25963,P62879,0
591,P36915,P62879,0
592,P18848,P62879,0
593,P18847,Q9UH92,0
594,P41240,Q9UH92,0
595,Q9H2S9,Q9UH92,0
596,Q92785,Q9UH92,0
597,Q93096,Q9UH92,0
598,Q14192,Q9UH92,0
599,O75175,Q9UH92,0
600,P62879,Q9UH92,0
601,P31150,Q9UH92,0
602,Q8TAU0,Q9UH92,0
603,P25963,Q9UH92,0
604,Q16828,Q9UH92,0
605,Q70SY1,Q9UH92,0
606,Q8TBX8,Q9UH92,0
607,Q92730,Q9UH92,0
608,Q9H6S3,Q9UH92,0
609,P36915,Q9UH92,0
610,P18848,Q9UH92,0
611,Q9UH92,Q9UH92,0
612,P18847,Q8TBX8,0
613,Q02535,Q8TBX8,0
614,P41240,Q8TBX8,0
615,Q14192,Q8TBX8,0
616,O75175,Q8TBX8,0
617,P62879,Q8TBX8,0
618,P31150,Q8TBX8,0
619,Q8TAU0,Q8TBX8,0
620,P25963,Q8TBX8,0
621,Q16828,Q8TBX8,0
622,Q70SY1,Q8TBX8,0
623,P36915,Q8TBX8,0
624,P18848,Q8TBX8,0
625,P18847,Q9UHX1,0
626,P41240,Q9UHX1,0
627,Q9H2S9,Q9UHX1,0
628,Q92785,Q9UHX1,0
629,Q93096,Q9UHX1,0
630,O75175,Q9UHX1,0
631,P62879,Q9UHX1,0
632,P31150,Q9UHX1,0
633,Q8TAU0,Q9UHX1,0
634,P25963,Q9UHX1,0
635,Q16828,Q9UHX1,0
636,Q70SY1,Q9UHX1,0
637,Q8TBX8,Q9UHX1,0
638,Q92730,Q9UHX1,0
639,Q9H6S3,Q9UHX1,0
640,P36915,Q9UHX1,0
641,P18848,Q9UHX1,0
642,Q9UH92,Q9UHX1,0
643,P18847,Q16828,0
644,Q02535,Q16828,0
645,P41240,Q16828,0
646,Q14192,Q16828,0
647,O75175,Q16828,0
648,P62879,Q16828,0
649,P31150,Q16828,0
650,P25963,Q16828,0
651,Q16828,Q16828,0
652,P36915,Q16828,0
653,P18848,Q16828,0
654,P18847,Q70SY1,0
655,Q02535,Q70SY1,0
656,P41240,Q70SY1,0
657,Q14192,Q70SY1,0
658,O75175,Q70SY1,0
659,P62879,Q70SY1,0
660,P31150,Q70SY1,0
661,P25963,Q70SY1,0
662,Q16828,Q70SY1,0
663,Q70SY1,Q70SY1,0
664,P36915,Q70SY1,0
665,P18848,Q70SY1,0
666,P18847,P36915,0
667,O75175,P36915,0
668,P25963,P36915,0
669,P36915,P36915,0
670,P18848,P36915,0
671,P18847,Q9UHR5,0
672,Q02535,Q9UHR5,0
673,P41240,Q9UHR5,0
674,Q9H2S9,Q9UHR5,0
675,Q92785,Q9UHR5,0
676,Q93096,Q9UHR5,0
677,O75175,Q9UHR5,0
678,P62879,Q9UHR5,0
679,P31150,Q9UHR5,0
680,Q8TAU0,Q9UHR5,0
681,P25963,Q9UHR5,0
682,Q16828,Q9UHR5,0
683,Q70SY1,Q9UHR5,0
684,Q8TBX8,Q9UHR5,0
685,Q92730,Q9UHR5,0
686,Q9H6S3,Q9UHR5,0
687,P36915,Q9UHR5,0
688,P18848,Q9UHR5,0
689,Q9UHR5,Q9UHR5,0
690,P18847,Q9H2S9,0
691,Q02535,Q9H2S9,0
692,P41240,Q9H2S9,0
693,Q9H2S9,Q9H2S9,0
694,Q92785,Q9H2S9,0
695,Q93096,Q9H2S9,0
696,O75175,Q9H2S9,0
697,P62879,Q9H2S9,0
698,P31150,Q9H2S9,0
699,Q8TAU0,Q9H2S9,0
700,Q16828,Q9H2S9,0
701,Q70SY1,Q9H2S9,0
702,Q8TBX8,Q9H2S9,0
703,Q92730,Q9H2S9,0
704,P36915,Q9H2S9,0
705,P18848,Q9H2S9,0
706,P18847,Q9H6S3,0
707,Q02535,Q9H6S3,0
708,P41240,Q9H6S3,0
709,Q92785,Q9H6S3,0
710,Q93096,Q9H6S3,0
711,Q14192,Q9H6S3,0
712,O75175,Q9H6S3,0
713,P62879,Q9H6S3,0
714,P31150,Q9H6S3,0
715,Q8TAU0,Q9H6S3,0
716,P25963,Q9H6S3,0
717,Q16828,Q9H6S3,0
718,Q70SY1,Q9H6S3,0
719,Q8TBX8,Q9H6S3,0
720,Q92730,Q9H6S3,0
721,Q9H6S3,Q9H6S3,0
722,P36915,Q9H6S3,0
723,P18848,Q9H6S3,0
724,P18847,Q93096,0
725,Q02535,Q93096,0
726,P41240,Q93096,0
727,Q92785,Q93096,0
728,Q93096,Q93096,0
729,Q14192,Q93096,0
730,O75175,Q93096,0
731,P62879,Q93096,0
732,P31150,Q93096,0
733,Q8TAU0,Q93096,0
734,P25963,Q93096,0
735,Q16828,Q93096,0
736,Q8TBX8,Q93096,0
737,Q92730,Q93096,0
738,P18848,Q93096,0
739,P18847,P31150,0
740,O75175,P31150,0
741,P31150,P31150,0
742,P25963,P31150,0
743,P18848,P31150,0
744,P42285,Q9NQT5,0
745,P42285,Q96B26,0
746,Q15024,Q96B26,0
747,Q06265,Q96B26,0
748,P42285,Q06265,0
749,Q06265,Q06265,0
750,P42285,Q9Y3B2,0
751,Q9Y3B2,Q9Y3B2,0
752,Q9Y2L1,Q9Y3B2,0
753,Q06265,Q9Y3B2,0
754,Q99547,Q9Y3B2,0
755,P42285,Q9Y2L1,0
756,Q15024,Q9Y2L1,0
757,Q5RKV6,Q9Y2L1,0
758,Q9NPD3,Q9Y2L1,0
759,Q9Y2L1,Q9Y2L1,0
760,Q06265,Q9Y2L1,0
761,Q13868,Q9Y2L1,0
762,Q99547,Q9Y2L1,0
763,Q9NQT4,Q9Y2L1,0
764,P42285,P42285,0
765,P42285,Q15024,0
766,Q15024,Q15024,0
767,P42285,Q9NPD3,0
768,Q5RKV6,Q9NPD3,0
769,Q9NPD3,Q9NPD3,0
770,Q99547,Q9NPD3,0
771,Q96B26,Q9NPD3,0
772,P42285,Q9NQT4,0
773,Q15024,Q9NQT4,0
774,Q5RKV6,Q9NQT4,0
775,Q9NPD3,Q9NQT4,0
776,Q06265,Q9NQT4,0
777,Q99547,Q9NQT4,0
778,Q9NQT4,Q9NQT4,0
779,Q15024,Q99547,0
780,Q5RKV6,Q99547,0
781,Q06265,Q99547,0
782,Q99547,Q99547,0
783,Q96B26,Q99547,0
784,P48995,Q9UBN4,0
785,Q8TEQ6,Q9H840,0
786,Q8TEQ6,Q8WXD5,0
787,Q8TDR0,Q9BUZ4,0
788,O15530,P56277,0
789,O15530,P56279,0
790,P24385,Q9UBD5,0
791,Q9UBD5,Q9UBD5,0
792,P33991,Q9UBD5,0
793,Q00526,Q9UBD5,0
794,P24941,Q9UBD5,0
795,Q99459,Q9UBD5,0
796,P11802,Q9UBD5,0
797,Q6P2Q9,Q6P2Q9,0
798,O43395,Q6P2Q9,0
